Replication,Cheng 2018,Allocation concealment,Unclear,,Original,Cheng 2018,Allocation concealment,Unclear
Replication,Ma 2013,Allocation concealment,Unclear,,Original,Ma 2013,Allocation concealment,High
Replication,Kitagawa 2018,Allocation concealment,Unclear,,Original,Kitagawa 2018,Allocation concealment,Unclear
Replication,Hahn 2011,Allocation concealment,Unclear,,Original,Hahn 2011,Allocation concealment,Unclear
Replication,Hoda 2013,Allocation concealment,Unclear,,Original,Hoda 2013,Allocation concealment,Low
Replication,Pignataro 2013,Allocation concealment,Unclear,,Original,Pignataro 2013,Allocation concealment,Unclear
Replication,Qi 2016,Allocation concealment,Unclear,,Original,Qi 2016,Allocation concealment,Unclear
Replication,Chen 2018,Allocation concealment,Unclear,,Original,Chen 2018,Allocation concealment,Unclear
Replication,Chen 2018b,Allocation concealment,Unclear,,Original,Chen 2018b,Allocation concealment,High
Replication,Xia 2016,Allocation concealment,Unclear,,Original,Xia 2016,Allocation concealment,Unclear
Replication,Liang 2018,Allocation concealment,Unclear,,Original,Liang 2018,Allocation concealment,Unclear
Replication,Liu 2014,Allocation concealment,Unclear,,Original,Liu 2014,Allocation concealment,Unclear
Replication,Shan 2013,Allocation concealment,Unclear,,Original,Shan 2013,Allocation concealment,High
Replication,Liu 2019,Allocation concealment,Unclear,,Original,Liu 2019,Allocation concealment,Unclear
Replication,Doeppner 2018,Allocation concealment,Unclear,,Original,Doeppner 2018,Allocation concealment,Unclear
Replication,Liu 2018,Allocation concealment,Unclear,,Original,Liu 2018,Allocation concealment,Unclear
Replication,Cheng 2014,Allocation concealment,Unclear,,Original,Cheng 2014,Allocation concealment,High
Replication,Kong 2013,Allocation concealment,Unclear,,Original,Kong 2013,Allocation concealment,Unclear
Replication,Bonova 2016,Allocation concealment,Unclear,,Original,Bonova 2016,Allocation concealment,Unclear
Replication,Cheng 2018,Baseline characteristics,Unclear,,Original,Cheng 2018,Baseline characteristics,Unclear
Replication,Ma 2013,Baseline characteristics,Unclear,,Original,Ma 2013,Baseline characteristics,Unclear
Replication,Kitagawa 2018,Baseline characteristics,Unclear,,Original,Kitagawa 2018,Baseline characteristics,Unclear
Replication,Hahn 2011,Baseline characteristics,Unclear,,Original,Hahn 2011,Baseline characteristics,Unclear
Replication,Hoda 2013,Baseline characteristics,Unclear,,Original,Hoda 2013,Baseline characteristics,Unclear
Replication,Pignataro 2013,Baseline characteristics,Unclear,,Original,Pignataro 2013,Baseline characteristics,Unclear
Replication,Qi 2016,Baseline characteristics,Unclear,,Original,Qi 2016,Baseline characteristics,Unclear
Replication,Chen 2018,Baseline characteristics,Low,,Original,Chen 2018,Baseline characteristics,Unclear
Replication,Chen 2018b,Baseline characteristics,Unclear,,Original,Chen 2018b,Baseline characteristics,Unclear
Replication,Xia 2016,Baseline characteristics,Unclear,,Original,Xia 2016,Baseline characteristics,Unclear
Replication,Liang 2018,Baseline characteristics,Unclear,,Original,Liang 2018,Baseline characteristics,Unclear
Replication,Liu 2014,Baseline characteristics,Unclear,,Original,Liu 2014,Baseline characteristics,Unclear
Replication,Shan 2013,Baseline characteristics,Unclear,,Original,Shan 2013,Baseline characteristics,Unclear
Replication,Liu 2019,Baseline characteristics,Unclear,,Original,Liu 2019,Baseline characteristics,Unclear
Replication,Doeppner 2018,Baseline characteristics,Unclear,,Original,Doeppner 2018,Baseline characteristics,Unclear
Replication,Liu 2018,Baseline characteristics,Unclear,,Original,Liu 2018,Baseline characteristics,Unclear
Replication,Cheng 2014,Baseline characteristics,Unclear,,Original,Cheng 2014,Baseline characteristics,Unclear
Replication,Kong 2013,Baseline characteristics,Unclear,,Original,Kong 2013,Baseline characteristics,Unclear
Replication,Bonova 2016,Baseline characteristics,Unclear,,Original,Bonova 2016,Baseline characteristics,Unclear
Replication,Cheng 2018,Blinded caregivers,Unclear,,Original,Cheng 2018,Blinded caregivers,High
Replication,Ma 2013,Blinded caregivers,Unclear,,Original,Ma 2013,Blinded caregivers,High
Replication,Kitagawa 2018,Blinded caregivers,Unclear,,Original,Kitagawa 2018,Blinded caregivers,Unclear
Replication,Hahn 2011,Blinded caregivers,Unclear,,Original,Hahn 2011,Blinded caregivers,High
Replication,Hoda 2013,Blinded caregivers,Unclear,,Original,Hoda 2013,Blinded caregivers,Low
Replication,Pignataro 2013,Blinded caregivers,Unclear,,Original,Pignataro 2013,Blinded caregivers,High
Replication,Qi 2016,Blinded caregivers,Unclear,,Original,Qi 2016,Blinded caregivers,Unclear
Replication,Chen 2018,Blinded caregivers,Unclear,,Original,Chen 2018,Blinded caregivers,Unclear
Replication,Chen 2018b,Blinded caregivers,Unclear,,Original,Chen 2018b,Blinded caregivers,High
Replication,Xia 2016,Blinded caregivers,Unclear,,Original,Xia 2016,Blinded caregivers,Unclear
Replication,Liang 2018,Blinded caregivers,Unclear,,Original,Liang 2018,Blinded caregivers,Unclear
Replication,Liu 2014,Blinded caregivers,Unclear,,Original,Liu 2014,Blinded caregivers,Low
Replication,Shan 2013,Blinded caregivers,Unclear,,Original,Shan 2013,Blinded caregivers,High
Replication,Liu 2019,Blinded caregivers,Unclear,,Original,Liu 2019,Blinded caregivers,High
Replication,Doeppner 2018,Blinded caregivers,Unclear,,Original,Doeppner 2018,Blinded caregivers,Unclear
Replication,Liu 2018,Blinded caregivers,Unclear,,Original,Liu 2018,Blinded caregivers,High
Replication,Cheng 2014,Blinded caregivers,Unclear,,Original,Cheng 2014,Blinded caregivers,High
Replication,Kong 2013,Blinded caregivers,Unclear,,Original,Kong 2013,Blinded caregivers,High
Replication,Bonova 2016,Blinded caregivers,Unclear,,Original,Bonova 2016,Blinded caregivers,Unclear
Replication,Cheng 2018,Blinding of outcome assessment,Unclear,,Original,Cheng 2018,Blinding of outcome assessment,Unclear
Replication,Ma 2013,Blinding of outcome assessment,Unclear,,Original,Ma 2013,Blinding of outcome assessment,Unclear
Replication,Kitagawa 2018,Blinding of outcome assessment,Unclear,,Original,Kitagawa 2018,Blinding of outcome assessment,Unclear
Replication,Hahn 2011,Blinding of outcome assessment,Unclear,,Original,Hahn 2011,Blinding of outcome assessment,Unclear
Replication,Hoda 2013,Blinding of outcome assessment,Unclear,,Original,Hoda 2013,Blinding of outcome assessment,Unclear
Replication,Pignataro 2013,Blinding of outcome assessment,Low,,Original,Pignataro 2013,Blinding of outcome assessment,Low
Replication,Qi 2016,Blinding of outcome assessment,Unclear,,Original,Qi 2016,Blinding of outcome assessment,Unclear
Replication,Chen 2018,Blinding of outcome assessment,Unclear,,Original,Chen 2018,Blinding of outcome assessment,Unclear
Replication,Chen 2018b,Blinding of outcome assessment,Unclear,,Original,Chen 2018b,Blinding of outcome assessment,Unclear
Replication,Xia 2016,Blinding of outcome assessment,Unclear,,Original,Xia 2016,Blinding of outcome assessment,Unclear
Replication,Liang 2018,Blinding of outcome assessment,Unclear,,Original,Liang 2018,Blinding of outcome assessment,Unclear
Replication,Liu 2014,Blinding of outcome assessment,Unclear,,Original,Liu 2014,Blinding of outcome assessment,Unclear
Replication,Shan 2013,Blinding of outcome assessment,Unclear,,Original,Shan 2013,Blinding of outcome assessment,Unclear
Replication,Liu 2019,Blinding of outcome assessment,Unclear,,Original,Liu 2019,Blinding of outcome assessment,Unclear
Replication,Doeppner 2018,Blinding of outcome assessment,Low,,Original,Doeppner 2018,Blinding of outcome assessment,Low
Replication,Liu 2018,Blinding of outcome assessment,Unclear,,Original,Liu 2018,Blinding of outcome assessment,Unclear
Replication,Cheng 2014,Blinding of outcome assessment,Unclear,,Original,Cheng 2014,Blinding of outcome assessment,Unclear
Replication,Kong 2013,Blinding of outcome assessment,Unclear,,Original,Kong 2013,Blinding of outcome assessment,Unclear
Replication,Bonova 2016,Blinding of outcome assessment,Low,,Original,Bonova 2016,Blinding of outcome assessment,Low
Replication,Cheng 2018,Incomplete outcome data,Low,,Original,Cheng 2018,Incomplete outcome data,High
Replication,Ma 2013,Incomplete outcome data,Unclear,,Original,Ma 2013,Incomplete outcome data,Unclear
Replication,Kitagawa 2018,Incomplete outcome data,Unclear,,Original,Kitagawa 2018,Incomplete outcome data,Unclear
Replication,Hahn 2011,Incomplete outcome data,Unclear,,Original,Hahn 2011,Incomplete outcome data,Unclear
Replication,Hoda 2013,Incomplete outcome data,Low,,Original,Hoda 2013,Incomplete outcome data,Low
Replication,Pignataro 2013,Incomplete outcome data,High,,Original,Pignataro 2013,Incomplete outcome data,High
Replication,Qi 2016,Incomplete outcome data,Unclear,,Original,Qi 2016,Incomplete outcome data,High
Replication,Chen 2018,Incomplete outcome data,Low,,Original,Chen 2018,Incomplete outcome data,High
Replication,Chen 2018b,Incomplete outcome data,Unclear,,Original,Chen 2018b,Incomplete outcome data,High
Replication,Xia 2016,Incomplete outcome data,Unclear,,Original,Xia 2016,Incomplete outcome data,High
Replication,Liang 2018,Incomplete outcome data,High,,Original,Liang 2018,Incomplete outcome data,High
Replication,Liu 2014,Incomplete outcome data,High,,Original,Liu 2014,Incomplete outcome data,Unclear
Replication,Shan 2013,Incomplete outcome data,High,,Original,Shan 2013,Incomplete outcome data,High
Replication,Liu 2019,Incomplete outcome data,Unclear,,Original,Liu 2019,Incomplete outcome data,High
Replication,Doeppner 2018,Incomplete outcome data,Unclear,,Original,Doeppner 2018,Incomplete outcome data,Low
Replication,Liu 2018,Incomplete outcome data,Unclear,,Original,Liu 2018,Incomplete outcome data,Unclear
Replication,Cheng 2014,Incomplete outcome data,Unclear,,Original,Cheng 2014,Incomplete outcome data,Unclear
Replication,Kong 2013,Incomplete outcome data,High,,Original,Kong 2013,Incomplete outcome data,High
Replication,Bonova 2016,Incomplete outcome data,High,,Original,Bonova 2016,Incomplete outcome data,High
Replication,Cheng 2018,Other,Low,,Original,Cheng 2018,Other,Unclear
Replication,Ma 2013,Other,Unclear,,Original,Ma 2013,Other,Low
Replication,Kitagawa 2018,Other,Unclear,,Original,Kitagawa 2018,Other,Unclear
Replication,Hahn 2011,Other,High,,Original,Hahn 2011,Other,Unclear
Replication,Hoda 2013,Other,Low,,Original,Hoda 2013,Other,Unclear
Replication,Pignataro 2013,Other,Unclear,,Original,Pignataro 2013,Other,Low
Replication,Qi 2016,Other,High,,Original,Qi 2016,Other,Low
Replication,Chen 2018,Other,Low,,Original,Chen 2018,Other,Low
Replication,Chen 2018b,Other,Low,,Original,Chen 2018b,Other,Unclear
Replication,Xia 2016,Other,Low,,Original,Xia 2016,Other,Unclear
Replication,Liang 2018,Other,High,,Original,Liang 2018,Other,Unclear
Replication,Liu 2014,Other,Unclear,,Original,Liu 2014,Other,Unclear
Replication,Shan 2013,Other,High,,Original,Shan 2013,Other,Unclear
Replication,Liu 2019,Other,High,,Original,Liu 2019,Other,High
Replication,Doeppner 2018,Other,Low,,Original,Doeppner 2018,Other,Unclear
Replication,Liu 2018,Other,Unclear,,Original,Liu 2018,Other,Unclear
Replication,Cheng 2014,Other,Unclear,,Original,Cheng 2014,Other,High
Replication,Kong 2013,Other,Unclear,,Original,Kong 2013,Other,High
Replication,Bonova 2016,Other,Low,,Original,Bonova 2016,Other,Unclear
Replication,Cheng 2018,Random housing,Unclear,,Original,Cheng 2018,Random housing,Unclear
Replication,Ma 2013,Random housing,Unclear,,Original,Ma 2013,Random housing,Unclear
Replication,Kitagawa 2018,Random housing,Unclear,,Original,Kitagawa 2018,Random housing,Unclear
Replication,Hahn 2011,Random housing,Unclear,,Original,Hahn 2011,Random housing,Unclear
Replication,Hoda 2013,Random housing,Unclear,,Original,Hoda 2013,Random housing,Unclear
Replication,Pignataro 2013,Random housing,Unclear,,Original,Pignataro 2013,Random housing,Unclear
Replication,Qi 2016,Random housing,Unclear,,Original,Qi 2016,Random housing,Unclear
Replication,Chen 2018,Random housing,Unclear,,Original,Chen 2018,Random housing,Unclear
Replication,Chen 2018b,Random housing,Unclear,,Original,Chen 2018b,Random housing,Unclear
Replication,Xia 2016,Random housing,Unclear,,Original,Xia 2016,Random housing,Unclear
Replication,Liang 2018,Random housing,Unclear,,Original,Liang 2018,Random housing,Unclear
Replication,Liu 2014,Random housing,Unclear,,Original,Liu 2014,Random housing,Unclear
Replication,Shan 2013,Random housing,Unclear,,Original,Shan 2013,Random housing,Unclear
Replication,Liu 2019,Random housing,Unclear,,Original,Liu 2019,Random housing,Unclear
Replication,Doeppner 2018,Random housing,Unclear,,Original,Doeppner 2018,Random housing,Unclear
Replication,Liu 2018,Random housing,Unclear,,Original,Liu 2018,Random housing,Unclear
Replication,Cheng 2014,Random housing,Unclear,,Original,Cheng 2014,Random housing,Unclear
Replication,Kong 2013,Random housing,Unclear,,Original,Kong 2013,Random housing,Unclear
Replication,Bonova 2016,Random housing,Unclear,,Original,Bonova 2016,Random housing,Unclear
Replication,Cheng 2018,Random outcome assessment,Unclear,,Original,Cheng 2018,Random outcome assessment,Unclear
Replication,Ma 2013,Random outcome assessment,Unclear,,Original,Ma 2013,Random outcome assessment,Unclear
Replication,Kitagawa 2018,Random outcome assessment,Unclear,,Original,Kitagawa 2018,Random outcome assessment,Unclear
Replication,Hahn 2011,Random outcome assessment,Unclear,,Original,Hahn 2011,Random outcome assessment,Unclear
Replication,Hoda 2013,Random outcome assessment,Unclear,,Original,Hoda 2013,Random outcome assessment,Unclear
Replication,Pignataro 2013,Random outcome assessment,Unclear,,Original,Pignataro 2013,Random outcome assessment,Unclear
Replication,Qi 2016,Random outcome assessment,Unclear,,Original,Qi 2016,Random outcome assessment,Unclear
Replication,Chen 2018,Random outcome assessment,Unclear,,Original,Chen 2018,Random outcome assessment,Unclear
Replication,Chen 2018b,Random outcome assessment,Unclear,,Original,Chen 2018b,Random outcome assessment,Unclear
Replication,Xia 2016,Random outcome assessment,Unclear,,Original,Xia 2016,Random outcome assessment,Unclear
Replication,Liang 2018,Random outcome assessment,Unclear,,Original,Liang 2018,Random outcome assessment,Unclear
Replication,Liu 2014,Random outcome assessment,Unclear,,Original,Liu 2014,Random outcome assessment,Unclear
Replication,Shan 2013,Random outcome assessment,Unclear,,Original,Shan 2013,Random outcome assessment,Unclear
Replication,Liu 2019,Random outcome assessment,Unclear,,Original,Liu 2019,Random outcome assessment,Unclear
Replication,Doeppner 2018,Random outcome assessment,Unclear,,Original,Doeppner 2018,Random outcome assessment,Unclear
Replication,Liu 2018,Random outcome assessment,Unclear,,Original,Liu 2018,Random outcome assessment,Unclear
Replication,Cheng 2014,Random outcome assessment,Unclear,,Original,Cheng 2014,Random outcome assessment,Unclear
Replication,Kong 2013,Random outcome assessment,Unclear,,Original,Kong 2013,Random outcome assessment,Unclear
Replication,Bonova 2016,Random outcome assessment,Unclear,,Original,Bonova 2016,Random outcome assessment,Unclear
Replication,Cheng 2018,Selective outcome reporting,Unclear,,Original,Cheng 2018,Selective outcome reporting,High
Replication,Ma 2013,Selective outcome reporting,High,,Original,Ma 2013,Selective outcome reporting,High
Replication,Kitagawa 2018,Selective outcome reporting,High,,Original,Kitagawa 2018,Selective outcome reporting,High
Replication,Hahn 2011,Selective outcome reporting,High,,Original,Hahn 2011,Selective outcome reporting,High
Replication,Hoda 2013,Selective outcome reporting,Unclear,,Original,Hoda 2013,Selective outcome reporting,Low
Replication,Pignataro 2013,Selective outcome reporting,Low,,Original,Pignataro 2013,Selective outcome reporting,Low
Replication,Qi 2016,Selective outcome reporting,High,,Original,Qi 2016,Selective outcome reporting,High
Replication,Chen 2018,Selective outcome reporting,High,,Original,Chen 2018,Selective outcome reporting,High
Replication,Chen 2018b,Selective outcome reporting,Unclear,,Original,Chen 2018b,Selective outcome reporting,High
Replication,Xia 2016,Selective outcome reporting,High,,Original,Xia 2016,Selective outcome reporting,High
Replication,Liang 2018,Selective outcome reporting,High,,Original,Liang 2018,Selective outcome reporting,High
Replication,Liu 2014,Selective outcome reporting,High,,Original,Liu 2014,Selective outcome reporting,High
Replication,Shan 2013,Selective outcome reporting,High,,Original,Shan 2013,Selective outcome reporting,High
Replication,Liu 2019,Selective outcome reporting,High,,Original,Liu 2019,Selective outcome reporting,High
Replication,Doeppner 2018,Selective outcome reporting,High,,Original,Doeppner 2018,Selective outcome reporting,Low
Replication,Liu 2018,Selective outcome reporting,High,,Original,Liu 2018,Selective outcome reporting,High
Replication,Cheng 2014,Selective outcome reporting,Unclear,,Original,Cheng 2014,Selective outcome reporting,High
Replication,Kong 2013,Selective outcome reporting,High,,Original,Kong 2013,Selective outcome reporting,Low
Replication,Bonova 2016,Selective outcome reporting,High,,Original,Bonova 2016,Selective outcome reporting,High
Replication,Cheng 2018,Sequence generation,Unclear,,Original,Cheng 2018,Sequence generation,Unclear
Replication,Ma 2013,Sequence generation,Unclear,,Original,Ma 2013,Sequence generation,Unclear
Replication,Kitagawa 2018,Sequence generation,Unclear,,Original,Kitagawa 2018,Sequence generation,Unclear
Replication,Hahn 2011,Sequence generation,Unclear,,Original,Hahn 2011,Sequence generation,Unclear
Replication,Hoda 2013,Sequence generation,Unclear,,Original,Hoda 2013,Sequence generation,High
Replication,Pignataro 2013,Sequence generation,Unclear,,Original,Pignataro 2013,Sequence generation,Unclear
Replication,Qi 2016,Sequence generation,Unclear,,Original,Qi 2016,Sequence generation,Unclear
Replication,Chen 2018,Sequence generation,Unclear,,Original,Chen 2018,Sequence generation,Unclear
Replication,Chen 2018b,Sequence generation,Unclear,,Original,Chen 2018b,Sequence generation,Unclear
Replication,Xia 2016,Sequence generation,Unclear,,Original,Xia 2016,Sequence generation,Unclear
Replication,Liang 2018,Sequence generation,Unclear,,Original,Liang 2018,Sequence generation,Unclear
Replication,Liu 2014,Sequence generation,Unclear,,Original,Liu 2014,Sequence generation,Unclear
Replication,Shan 2013,Sequence generation,Unclear,,Original,Shan 2013,Sequence generation,Unclear
Replication,Liu 2019,Sequence generation,Unclear,,Original,Liu 2019,Sequence generation,Unclear
Replication,Doeppner 2018,Sequence generation,Unclear,,Original,Doeppner 2018,Sequence generation,Unclear
Replication,Liu 2018,Sequence generation,Unclear,,Original,Liu 2018,Sequence generation,Unclear
Replication,Cheng 2014,Sequence generation,Unclear,,Original,Cheng 2014,Sequence generation,Unclear
Replication,Kong 2013,Sequence generation,Unclear,,Original,Kong 2013,Sequence generation,Unclear
Replication,Bonova 2016,Sequence generation,Unclear,,Original,Bonova 2016,Sequence generation,Unclear
,,,,,,,,
,N_low,N_unclear,N_high,,,N_low,N_unclear,N_high
1) Sequence generation,0,19,0,,,0,18,1
2) Baseline characteristics,1,18,0,,,0,19,0
3) Allocation concealment,0,19,0,,,1,14,4
4) Random housing,0,19,0,,,0,19,0
5) Blinding caregivers,0,19,0,,,2,7,10
6) Random outcome assessment,0,19,0,,,0,19,0
7) Blinding outcome assessment,3,16,0,,,3,16,0
8) Incomplete outcome data,3,10,6,,,2,6,11
9) Selective outcome reporting,1,4,14,,,4,0,15
10) Other,7,7,5,,,4,12,3
,% low,% unclear,% high,,,% low,% unclear,% high
1) Sequence generation,0,100,0,,,0,94.73684211,5.263157895
2) Baseline characteristics,5.263157895,94.73684211,0,,,0,100,0
3) Allocation concealment,0,100,0,,,5.263157895,73.68421053,21.05263158
4) Random housing,0,100,0,,,0,100,0
5) Blinding caregivers,0,100,0,,,10.52631579,36.84210526,52.63157895
6) Random outcome assessment,0,100,0,,,0,100,0
7) Blinding outcome assessment,15.78947368,84.21052632,0,,,15.78947368,84.21052632,0
8) Incomplete outcome data,15.78947368,52.63157895,31.57894737,,,10.52631579,31.57894737,57.89473684
9) Selective outcome reporting,5.263157895,21.05263158,73.68421053,,,21.05263158,0,78.94736842
10) Other,36.84210526,36.84210526,26.31578947,,,21.05263158,63.15789474,15.78947368